"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3989868";"TUCATINIB";"ARRY-380|IRBINITINIB|ONT-380|TUCATINIB|TUKYSA";"Small molecule";"4";"480.53";"293";"298";"5.09";"110.85";"10";"2";"1";"5";"N";"0.36";"None";"4.57";"5.25";"5.25";"5";"MOL";"0";"36";"10";"2";"1";"480.2022";"NEUTRAL";"C26H24N8O2";"Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1";"SDEAXTCZPQIFQM-UHFFFAOYSA-N"
"CHEMBL183419";"CYANIDE";"Cyanide";"Small molecule";"0";"27.03";"17";"41";"0.14";"23.79";"1";"0";"0";"0";"Y";"0.37";"9.50";"None";"-0.35";"-0.34";"0";"MOL";"-1";"2";"1";"0";"0";"27.0109";"NEUTRAL";"CHN";"C#N";"LELOWRISYMNNSU-UHFFFAOYSA-N"
"CHEMBL493116";"";"";"Small molecule";"0";"543.65";"5";"6";"-0.13";"214.56";"7";"6";"2";"11";"N";"0.17";"9.98";"11.45";"-1.50";"-5.10";"2";"MOL";"-1";"38";"12";"9";"3";"543.2264";"BASE";"C25H33N7O5S";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCC(C(N)=O)CC2)c1";"MPYRGEWLKUBJJE-NRFANRHFSA-N"
"CHEMBL3707372";"VOXILAPREVIR";"GS-9857|VOXILAPREVIR";"Small molecule";"4";"861.02";"";"";"5.35";"195.22";"11";"3";"3";"8";"N";"0.31";"3.75";"None";"5.77";"4.83";"2";"MOL";"0";"60";"15";"3";"3";"860.3954";"ACID";"C42H58F2N6O9S";"CC[C@H]1[C@@H](C(=O)N[C@]2(C(=O)NS(=O)(=O)C3(C)CC3)C[C@H]2C(C)C)N2C[C@@H]1Oc1nc3cc(OC)ccc3nc1C(F)(F)CCCC[C@@H]1C[C@H]1OC(=O)N[C@@H](C(C)(C)C)C2=O";"MKDALIOACIEUJM-XCFCBFDASA-N"
"CHEMBL3039499";"DELDEPREVIR SODIUM";"ACH-0142684.Na|ACH-2684.Na|DELDEPREVIR SODIUM|NECEPREVIR SODIUM";"Small molecule";"0";"933.09";"";"";"6.41";"177.20";"11";"2";"3";"10";"N";"0.22";"3.77";"1.59";"5.34";"4.40";"3";"MOL";"0";"63";"14";"2";"3";"910.3569";"ACID";"C45H55F2N6NaO8S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+]";"KLBYIWFUEHNOSA-ACPQSSBHSA-M"
"CHEMBL3039533";"GRAZOPREVIR";"GRAZOPREVIR";"Small molecule";"3";"784.93";"";"";"3.30";"195.22";"11";"3";"2";"7";"N";"0.35";"3.77";"1.79";"3.35";"2.50";"2";"MOL";"0";"54";"15";"3";"2";"766.3360";"ACID";"C38H52N6O10S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.O";"RXSARIJMSJWJLZ-CIAYNJNFSA-N"
"CHEMBL4297598";"LINRODOSTAT";"BMS 986205|BMS-986205|F 001287|F-001287|LINRODOSTAT|ONO 7701|ONO-7701";"Small molecule";"3";"410.92";"";"";"6.58";"41.99";"2";"1";"1";"4";"N";"0.53";"13.98";"4.17";"6.38";"6.38";"3";"MOL";"0";"29";"3";"1";"1";"410.1561";"NEUTRAL";"C24H24ClFN2O";"C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1";"KRTIYQIPSAGSBP-KLAILNCOSA-N"
"CHEMBL2106751";"FOSAMPRENAVIR SODIUM";"FOSAMPRENAVIR SODIUM|GW 433908A|GW-433908A";"Small molecule";"0";"629.58";"";"";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H34N3Na2O9PS";"CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Na+].[Na+]";"FZMGUXZZROZJIT-KMIZVRHLSA-L"
"CHEMBL222559";"TIPRANAVIR";"Aptivus|TIPRANAVIR|Tipranavir|U-140690";"Small molecule";"4";"602.68";"30";"210";"7.33";"105.59";"6";"2";"2";"11";"N";"0.22";"4.43";"None";"7.14";"3.45";"3";"MOL";"0";"42";"7";"2";"2";"602.2062";"ACID";"C31H33F3N2O5S";"CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1";"SUJUHGSWHZTSEU-FYBSXPHGSA-N"
"CHEMBL3544915";"FALDAPREVIR SODIUM";"BI 201335 NA|BI-201335 NA|BI-201335-NA|BI-201335NA|FALDAPREVIR SODIUM|FALDAPREVIR, SODIUM SALT";"Small molecule";"0";"891.82";"";"";"6.30";"198.38";"11";"4";"3";"13";"N";"0.14";"3.38";"1.11";"6.51";"2.99";"3";"MOL";"0";"57";"15";"4";"3";"868.2465";"ACID";"C40H48BrN6NaO9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-].[Na+]";"JYIOGGWFNHGWMN-CWNXUBRBSA-M"
"CHEMBL429910";"DAPAGLIFLOZIN";"BMS-512148|BMS-512148-05|DAPAGLIFLOZIN|FORXIGA|LYN-045";"Small molecule";"4";"408.88";"19";"230";"1.84";"99.38";"6";"4";"0";"6";"N";"0.58";"12.57";"None";"2.11";"2.11";"2";"MOL";"0";"28";"6";"4";"0";"408.1340";"NEUTRAL";"C21H25ClO6";"CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1";"JVHXJTBJCFBINQ-ADAARDCZSA-N"
"CHEMBL408194";"OBATOCLAX";"GX15-070|OBATOCLAX";"Small molecule";"3";"317.39";"26";"63";"4.49";"53.17";"2";"2";"0";"3";"N";"0.73";"13.97";"4.68";"3.14";"3.14";"3";"MOL";"0";"24";"4";"2";"0";"317.1528";"NEUTRAL";"C20H19N3O";"COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C";"RFTSSZJZXOSICM-GRSHGNNSSA-N"
"CHEMBL161702";"";"";"Small molecule";"0";"313.35";"3";"8";"2.39";"77.84";"3";"2";"0";"7";"N";"0.61";"4.36";"None";"2.86";"-0.10";"2";"MOL";"-1";"23";"5";"2";"0";"313.1314";"ACID";"C18H19NO4";"O=C(O)C(Cc1ccccc1)CN(O)C(=O)Cc1ccccc1";"PONANXDRJJIGPG-UHFFFAOYSA-N"
"CHEMBL2013174";"VEDROPREVIR";"GS-9451|VEDROPREVIR";"Small molecule";"2";"910.53";"17";"52";"6.20";"193.78";"13";"4";"3";"16";"N";"0.13";"3.42";"5.74";"3.45";"2.46";"3";"MOL";"0";"63";"16";"4";"3";"909.3862";"ACID";"C45H60ClN7O9S";"CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@@H]2C[C@@H]2C1)C(C)(C)C)C(=O)O";"OTXAMWFYPMNDME-FQQWJMKMSA-N"
"CHEMBL322241";"TELINAVIR";"NSC-670881|SC-52151|TELINAVIR";"Small molecule";"1";"604.75";"5";"6";"2.76";"166.75";"6";"5";"1";"13";"N";"0.20";"13.59";"1.51";"2.48";"2.48";"3";"MOL";"0";"44";"11";"6";"3";"604.3373";"NEUTRAL";"C33H44N6O5";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NC(C)(C)C";"ZILOOGIOHVCEKS-HZFUHODCSA-N"
"CHEMBL2063090";"GRAZOPREVIR";"GRAZOPREVIR|GRAZOPREVIR HYDRATE|GRAZOPREVIR MONOHYDRATE|MK-5172|MK-5172 ANHYDROUS|MK-5172 MONOHYDRATE";"Small molecule";"4";"766.92";"13";"88";"3.30";"195.22";"11";"3";"2";"7";"N";"0.35";"3.77";"1.79";"3.35";"2.50";"2";"MOL";"0";"54";"15";"3";"2";"766.3360";"ACID";"C38H50N6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1";"OBMNJSNZOWALQB-NCQNOWPTSA-N"
"CHEMBL409038";"";"";"Small molecule";"0";"322.76";"10";"31";"4.19";"77.83";"5";"1";"0";"2";"N";"0.60";"None";"4.08";"3.84";"3.84";"4";"MOL";"-1";"23";"5";"2";"0";"322.0621";"NEUTRAL";"C17H11ClN4O";"Nc1nccc(-c2ccc3noc(-c4ccc(Cl)cc4)c3c2)n1";"AQVFETGXIRKVAQ-UHFFFAOYSA-N"
"CHEMBL729";"LOPINAVIR";"A-157378-0|A-157378.0|ABT-378|ALUVIRAN|KOLETRA|Kaletra|LOPINAVIR|LOPINAVIR, (S-(2S,4S,5S))-|LOPINAVIR-|LOPINAVIRUM";"Small molecule";"4";"628.81";"67";"840";"4.33";"120.00";"5";"4";"1";"15";"N";"0.20";"13.39";"None";"4.69";"4.69";"3";"MOL";"0";"46";"9";"4";"1";"628.3625";"NEUTRAL";"C37H48N4O5";"Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O";"KJHKTHWMRKYKJE-SUGCFTRWSA-N"
"CHEMBL2170601";"";"";"Small molecule";"0";"340.77";"2";"7";"4.32";"87.14";"5";"3";"0";"5";"N";"0.64";"3.48";"5.33";"3.65";"1.75";"3";"MOL";"-1";"24";"6";"3";"0";"340.0727";"ACID";"C17H13ClN4O2";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3Cl)n2)cc1";"BAZFHAGOCKJYHX-UHFFFAOYSA-N"
"CHEMBL355001";"SULFAMIDE";"Sulfuric Diamide";"Small molecule";"0";"96.11";"29";"166";"-1.85";"86.18";"2";"2";"0";"0";"N";"0.37";"13.00";"None";"-1.99";"-1.99";"0";"MOL";"-1";"5";"4";"4";"0";"95.9993";"NEUTRAL";"H4N2O2S";"NS(N)(=O)=O";"NVBFHJWHLNUMCV-UHFFFAOYSA-N"
"CHEMBL258004";"";"";"Small molecule";"0";"293.37";"5";"7";"2.56";"54.25";"5";"2";"0";"3";"N";"0.78";"None";"9.98";"1.21";"-1.30";"3";"MOL";"-1";"22";"5";"2";"0";"293.1640";"BASE";"C17H19N5";"c1cc(NC2CCNCC2)nc(-c2cnc3ccccn23)c1";"HUYUPQNBDBTPQQ-UHFFFAOYSA-N"
"CHEMBL1835207";"APRICOXIB";"APRICOXIB|CS-706|R-109339|TG-01|TG01";"Small molecule";"2";"356.45";"2";"9";"3.50";"74.32";"4";"1";"0";"5";"N";"0.76";"10.75";"None";"3.82";"3.82";"3";"MOL";"0";"25";"5";"2";"0";"356.1195";"NEUTRAL";"C19H20N2O3S";"CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1";"JTMITOKKUMVWRT-UHFFFAOYSA-N"
"CHEMBL554";"LAPATINIB";"GSK-572016|GW-2016|GW-572016|GW-572016X|GW572016|LAPATINIB|Lapatinib|TYVERB";"Small molecule";"4";"581.07";"938";"2396";"6.14";"106.35";"8";"2";"2";"11";"N";"0.18";"None";"7.26";"4.64";"4.40";"5";"MOL";"0";"40";"8";"2";"2";"580.1347";"NEUTRAL";"C29H26ClFN4O4S";"CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"BCFGMOOMADDAQU-UHFFFAOYSA-N"
"CHEMBL865";"VALDECOXIB";"Bextra|NSC-759846|SC-65872|VALDECOXIB|VALDYN";"Small molecule";"4";"314.37";"174";"847";"2.96";"86.19";"4";"1";"0";"3";"N";"0.80";"10.06";"0.42";"2.82";"2.82";"3";"MOL";"0";"22";"5";"2";"0";"314.0725";"NEUTRAL";"C16H14N2O3S";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"LNPDTQAFDNKSHK-UHFFFAOYSA-N"
"CHEMBL1879463";"DACTOLISIB";"BEZ-235|BEZ235|DACTOLISIB|Dactolisib|NSC-751249|NVP-BEZ-235|NVP-BEZ235|NVP-BEZ235-NX|RTB-101|RTB101";"Small molecule";"3";"469.55";"911";"1288";"5.89";"76.50";"6";"0";"1";"3";"N";"0.32";"None";"4.07";"5.65";"5.65";"6";"MOL";"0";"36";"6";"0";"1";"469.1903";"NEUTRAL";"C30H23N5O";"Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21";"JOGKUKXHTYWRGZ-UHFFFAOYSA-N"
"CHEMBL4650225";"MURIZATOCLAX";"AMG 397|AMG-397|MURIZATOCLAX";"Small molecule";"1";"765.46";"";"";"6.44";"91.42";"8";"1";"2";"3";"N";"0.36";"4.14";"9.14";"5.74";"5.75";"2";"MOL";"0";"53";"9";"1";"2";"764.3738";"ZWITTERION";"C42H57ClN4O5S";"CO[C@]1(CN2CCN3CCCC[C@@H]3C2)/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3";"BJTFTQIBRVBSBH-VCQPVEJUSA-N"
"CHEMBL3989607";"DROXINAVIR HYDROCHLORIDE";"DROXINAVIR HCL|DROXINAVIR HYDROCHLORIDE|SC-55389A";"Small molecule";"0";"570.22";"";"";"2.68";"122.80";"5";"5";"1";"13";"N";"0.27";"12.55";"8.50";"2.67";"1.54";"1";"MOL";"0";"38";"9";"5";"1";"533.3941";"BASE";"C29H52ClN5O4";"CNCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CCC(C)C)C(=O)NC(C)(C)C)C(C)(C)C.Cl";"IYKXRORSPVZSHP-ZELIPEIJSA-N"
"CHEMBL493936";"";"";"Small molecule";"0";"543.65";"5";"6";"-0.13";"214.56";"7";"6";"2";"11";"N";"0.17";"9.98";"11.45";"-1.34";"-4.94";"2";"MOL";"-1";"38";"12";"9";"3";"543.2264";"BASE";"C25H33N7O5S";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCN)c2)C(=O)N2CCCC(C(N)=O)C2)c1";"JINHXQDDSOFEQJ-ZYZRXSCRSA-N"
"CHEMBL468270";"";"";"Small molecule";"0";"528.72";"5";"6";"1.73";"168.39";"6";"5";"1";"13";"N";"0.15";"10.18";"11.52";"0.91";"-6.11";"2";"MOL";"-1";"37";"9";"8";"2";"528.2883";"BASE";"C27H40N6O3S";"N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(CCCCN)c2)C(=O)N2CCC(CCN)CC2)c1";"WAFSHTVICTUASP-VWLOTQADSA-N"
"CHEMBL2146090";"DANOPREVIR SODIUM";"DANOPREVIR SODIUM|ITMN-191|R-7227|R7227|RO5190591-001";"Small molecule";"0";"753.83";"";"";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"ACID";"C35H45FN5NaO9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)[N-]S(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O.[Na+]";"GXYYUDQAGCVAGJ-HHGSPMIASA-M"
"CHEMBL21485";"PHENYLBORONIC ACID";"Phenylboronic Acid";"Small molecule";"0";"121.93";"52";"235";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"122.0539";"None";"C6H7BO2";"OB(O)c1ccccc1";"HXITXNWTGFUOAU-UHFFFAOYSA-N"
"CHEMBL282042";"SAQUINAVIR MESYLATE";"FORTOVASE|Invirase|RO 31-8959/003|RO-318959003|Ro-31-8959-003|SAQUINAVIR MESILATE|SAQUINAVIR MESYLATE|SAQUINAVIR METHANESULFONATE SALT";"Small molecule";"4";"766.96";"44";"105";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C39H54N6O8S";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O";"IRHXGOXEBNJUSN-YOXDLBRISA-N"
"CHEMBL258844";"";"";"Small molecule";"0";"551.65";"917";"1357";"6.32";"95.49";"6";"2";"2";"5";"N";"0.26";"11.82";"7.65";"5.62";"5.17";"7";"MOL";"-1";"42";"8";"2";"2";"551.2434";"NEUTRAL";"C34H29N7O";"O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3nc4cc5[nH]cnc5cc4nc3-c3ccccc3)cc2)CC1";"BIWGYFZAEWGBAL-UHFFFAOYSA-N"
"CHEMBL1823468";"";"";"Small molecule";"0";"425.40";"2";"2";"-2.13";"208.75";"11";"4";"1";"11";"N";"0.23";"3.62";"8.41";"-4.96";"-5.00";"2";"MOL";"-1";"30";"14";"6";"2";"425.1659";"ACID";"C16H23N7O7";"CN(CC(=O)O)C(=O)[C@@H](N)CCC(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21";"WWWIPRXKEMOAPE-VIFPVBQESA-N"
"CHEMBL599872";"VANIPREVIR";"MK-7009|VANIPREVIR";"Small molecule";"3";"755.93";"";"";"3.67";"180.52";"9";"3";"1";"6";"N";"0.37";"3.77";"None";"3.85";"2.90";"1";"MOL";"0";"53";"14";"3";"2";"755.3564";"ACID";"C38H53N5O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1";"HPAPGONEMPZXMM-ONAXAZCASA-N"
"CHEMBL3039507";"SOTAGLIFLOZIN";"LP-802034|LX-4211|LX4211|SAR-439954|SAR439954|SOTAGLIFLOZIN";"Small molecule";"4";"424.95";"7";"35";"3.17";"79.15";"6";"3";"0";"6";"N";"0.66";"12.47";"None";"3.73";"3.73";"2";"MOL";"0";"28";"5";"3";"0";"424.1111";"NEUTRAL";"C21H25ClO5S";"CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1";"QKDRXGFQVGOQKS-CRSSMBPESA-N"
"CHEMBL2170427";"";"";"Small molecule";"0";"324.32";"2";"8";"3.80";"87.14";"5";"3";"0";"5";"N";"0.66";"3.47";"5.29";"3.22";"1.29";"3";"MOL";"-1";"24";"6";"3";"0";"324.1023";"ACID";"C17H13FN4O2";"O=C(O)c1ccc(Nc2nccc(Nc3ccccc3F)n2)cc1";"DSRXYFSONVBAKS-UHFFFAOYSA-N"
"CHEMBL3694252";"";"";"Small molecule";"0";"269.39";"5";"5";"4.94";"33.12";"2";"1";"0";"4";"N";"0.80";"11.04";"3.17";"5.47";"5.47";"2";"MOL";"-1";"20";"2";"1";"0";"269.1780";"NEUTRAL";"C18H23NO";"CCCCCC1CCCc2c1nc1ccccc1c2O";"BLBSNYYRLAWWDS-UHFFFAOYSA-N"
"CHEMBL2048484";"CANAGLIFLOZIN";"CANAGLIFLOZIN|JNJ-24831754-ZAE|JNJ-28431754|JNJ-28431754-AAA|TA-7284";"Small molecule";"4";"444.52";"8";"27";"2.97";"90.15";"6";"4";"0";"5";"N";"0.49";"12.57";"None";"3.52";"3.52";"3";"MOL";"0";"31";"5";"4";"0";"444.1407";"NEUTRAL";"C24H25FO5S";"Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1";"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N"
